Time,Simulated Time,Failed on,Reward,Altitude (m),Roll,Pitch,Yaw,X_distance,Y_distance
1211.0,6.01,Alt,5.443,943.824,0.099,0.05,-0.321,1.0,-0.0
1211.5,6.01,Alt,3.331,930.22,0.18,0.023,-0.734,1.0,1.0
1212.0,6.01,Alt,-1.587,960.639,0.036,0.097,1.983,1.0,-0.0
1212.5,6.01,Alt,2.345,960.685,0.102,0.055,0.976,1.0,1.0
1213.0,6.01,Alt,-45.222,962.034,-0.26,-0.3,-1.383,1.0,1.0
1213.5,6.01,Alt,3.115,951.637,0.126,0.067,-0.758,1.0,1.0
1214.0,6.01,Alt,1.921,936.938,0.19,-0.004,3.514,1.0,1.0
1214.4,6.01,Alt,1.793,969.828,0.042,-0.101,2.749,1.0,-0.0
1215.0,6.01,Alt,1.821,944.114,0.114,0.215,0.319,1.0,-0.0
1215.5,6.01,Alt,4.824,953.151,0.177,0.132,1.657,-0.0,1.0
1216.0,6.01,Alt,-6.524,1009.683,0.425,-0.427,-2.714,-0.0,2.0
1216.4,6.01,Alt,4.904,971.986,-0.118,0.444,0.411,1.0,-0.0
1216.9,6.01,Alt,1.625,961.08,0.023,0.11,-0.051,-0.0,-0.0
1217.5,6.01,Alt,1.45,964.254,-0.275,0.139,-2.477,1.0,1.0
1218.0,6.01,Alt,1.269,932.411,0.288,0.085,3.093,1.0,2.0
1218.6,6.01,Alt,4.608,981.508,0.071,0.076,1.79,-0.0,-0.0
1219.1,6.01,Alt,2.812,990.87,-0.376,-0.203,3.369,-0.0,-0.0
1219.6,6.01,Alt,-7.263,933.228,0.124,0.183,1.073,1.0,-0.0
1220.2,6.01,Alt,1.8,950.351,0.342,0.129,-2.71,1.0,-0.0
1220.8,6.01,Alt,2.96,935.621,-0.267,0.142,-6.216,1.0,-0.0
1221.3,6.01,Alt,0.377,937.873,-0.065,0.25,-4.398,1.0,-0.0
1221.8,6.01,Alt,-3.569,949.236,0.119,0.318,-3.948,1.0,1.0
1222.3,6.01,Alt,2.829,940.204,0.203,0.118,0.915,1.0,-0.0
1222.9,6.01,Alt,2.952,945.903,0.347,0.04,6.767,-0.0,1.0
1223.5,6.01,Alt,-2.894,934.898,0.292,0.202,5.723,1.0,1.0
1224.0,6.01,Alt,2.743,943.83,0.095,0.174,0.91,1.0,1.0
1224.5,6.01,Alt,0.365,980.704,0.177,0.041,1.275,1.0,1.0
1225.1,6.01,Alt,1.688,934.059,0.061,0.186,-2.344,1.0,-0.0
1225.6,6.01,Alt,4.828,942.573,0.104,0.068,-0.472,-0.0,-0.0
1226.2,6.01,Alt,-4.505,931.73,0.189,0.014,4.821,1.0,1.0
1226.7,6.01,Alt,1.851,936.298,0.193,0.017,4.694,1.0,1.0
1227.2,6.01,Alt,1.146,945.02,0.11,0.278,-4.897,1.0,-0.0
1227.8,6.01,Alt,5.104,961.415,0.066,0.217,0.83,-0.0,-0.0
1228.3,6.01,Alt,1.732,934.894,0.289,0.082,2.826,-0.0,1.0
1228.9,6.01,Alt,4.506,933.835,0.19,0.152,-2.173,-0.0,1.0
1229.4,6.01,Alt,2.351,938.937,0.337,0.214,1.774,1.0,-0.0
1230.0,6.01,Alt,4.487,940.842,0.373,0.022,2.805,-0.0,1.0
1230.6,6.01,Alt,-4.307,929.33,0.428,0.211,2.452,-0.0,-0.0
1231.0,6.01,Alt,5.355,931.797,0.288,0.096,-0.492,1.0,-0.0
1231.5,6.01,Alt,4.584,971.601,0.11,0.301,1.167,1.0,1.0
1232.0,6.01,Alt,-0.801,976.878,0.005,-0.197,0.476,-0.0,-0.0
1232.5,6.01,Alt,2.03,931.108,0.312,0.072,5.719,1.0,1.0
1233.0,6.01,Alt,1.59,934.68,0.44,0.034,2.962,1.0,1.0
1233.5,6.01,Alt,4.421,937.359,0.184,0.176,0.09,1.0,1.0
1234.0,6.01,Alt,-2.149,957.504,-0.167,0.065,-1.002,2.0,1.0
1234.5,6.01,Alt,4.483,943.662,0.135,0.057,-0.706,-0.0,-0.0
1235.0,6.01,Alt,4.535,945.738,0.116,0.198,-0.722,-0.0,1.0
1235.5,6.01,Alt,4.129,980.702,-0.447,0.072,-0.774,1.0,1.0
1236.0,6.01,Alt,3.886,937.936,0.378,0.099,2.429,-0.0,1.0
1236.5,6.01,Alt,3.942,951.879,0.102,-0.055,-1.702,-0.0,1.0
1236.9,6.01,Alt,2.617,987.335,0.122,0.032,-1.744,1.0,-0.0
1237.4,6.01,Alt,4.346,997.978,-0.262,0.053,-0.111,-0.0,-0.0
1238.0,6.01,Alt,2.266,969.512,0.04,0.112,0.54,1.0,1.0
1238.4,6.01,Alt,3.43,930.801,0.411,0.101,2.889,1.0,-0.0
1238.9,6.01,Alt,-0.034,955.984,-0.067,0.115,-4.41,1.0,-0.0
1239.4,6.01,Alt,4.507,952.682,0.043,0.027,0.065,1.0,-0.0
1239.9,6.01,Alt,-11.947,938.966,-0.062,0.393,1.92,1.0,2.0
1240.4,6.01,Alt,-2.152,959.957,-0.012,0.124,1.081,1.0,-0.0
1240.9,6.01,Alt,4.927,941.645,0.208,0.154,-0.396,-0.0,1.0
1241.4,6.01,Alt,-18.488,942.022,0.062,0.12,6.031,1.0,-0.0
1241.9,6.01,Alt,5.403,931.837,0.234,0.133,-0.381,1.0,-0.0
1242.4,6.01,Alt,-2.248,964.148,-0.21,0.534,-2.639,1.0,2.0
1242.9,6.01,Alt,-2.04,936.201,0.15,-0.021,4.851,1.0,1.0
1243.4,6.01,Alt,5.703,994.078,-0.261,-0.279,-2.166,-0.0,-0.0
1243.9,6.01,Alt,-1.607,930.331,0.033,-0.046,-7.113,1.0,1.0
1244.4,6.01,Alt,-6.266,934.958,-0.119,-0.008,-0.603,1.0,1.0
1244.9,6.01,Alt,-12.152,945.445,0.093,0.096,2.183,1.0,1.0
1245.4,6.01,Alt,1.617,940.111,0.289,-0.111,5.439,1.0,1.0
1245.9,6.01,Alt,-14.551,939.106,0.334,0.309,7.185,1.0,1.0
1246.5,6.01,Alt,0.848,956.175,0.028,0.119,-0.78,-0.0,-0.0
1247.0,6.01,Alt,2.371,939.217,0.283,0.014,4.133,1.0,1.0
1247.5,6.01,Alt,4.999,955.736,0.05,0.078,-0.139,-0.0,-0.0
1248.1,6.01,Alt,2.96,936.891,0.206,0.043,-1.36,1.0,-0.0
1248.6,6.01,Alt,2.399,972.868,-0.096,0.244,0.289,1.0,1.0
1249.0,6.01,Alt,-3.964,957.207,-0.003,0.038,-3.586,1.0,1.0
1249.5,6.01,Alt,0.615,937.799,-0.009,0.111,-6.669,1.0,1.0
1250.0,6.01,Alt,3.595,933.771,0.434,0.065,3.133,-0.0,1.0
1250.6,6.01,Alt,4.136,947.452,0.272,0.239,0.768,1.0,-0.0
1251.1,6.01,Alt,-2.192,939.379,0.139,0.071,6.987,1.0,1.0
1251.6,6.01,Alt,1.859,966.451,-0.005,0.353,0.185,1.0,-1.0
1252.0,6.01,Alt,5.324,944.403,0.225,-0.022,-1.135,1.0,1.0
1252.5,6.01,Alt,-0.711,959.466,0.122,0.264,0.454,-0.0,1.0
1253.1,6.01,Alt,-3.359,931.244,0.291,0.122,8.506,-0.0,1.0
1253.6,6.01,Alt,0.237,949.136,0.113,0.134,2.605,1.0,-0.0
1254.1,6.01,Alt,5.561,971.95,0.092,0.359,0.497,-0.0,1.0
1254.6,6.01,Alt,-3.946,942.105,0.127,0.03,4.975,1.0,1.0
1255.1,6.01,Alt,0.012,944.708,0.06,0.1,-1.386,1.0,-0.0
1255.6,6.01,Alt,1.238,955.237,-0.179,0.111,-1.032,-0.0,-0.0
1256.1,6.01,Alt,5.113,958.679,-0.015,-0.093,-1.573,-0.0,-0.0
1256.6,6.01,Alt,0.281,979.004,0.097,0.2,-0.12,-0.0,-0.0
1257.1,6.01,Alt,0.101,974.306,-0.054,0.283,0.446,-0.0,5.0
1257.6,6.01,Alt,2.249,960.125,0.062,-0.033,4.254,1.0,1.0
1258.2,6.01,Alt,-1.915,931.99,0.223,0.119,-2.766,1.0,-0.0
1258.7,6.01,Alt,4.945,959.914,0.027,0.259,0.925,-0.0,-0.0
1259.1,6.01,Alt,2.102,979.518,-0.075,0.236,1.113,-0.0,-0.0
1259.6,6.01,Alt,2.702,933.788,-0.254,0.039,-6.581,1.0,-0.0
1260.1,6.01,Alt,2.979,981.291,-0.178,0.081,-0.563,1.0,-0.0
1260.7,6.01,Alt,4.236,940.09,0.215,0.184,0.746,-0.0,-0.0
1261.2,6.01,Alt,4.086,946.898,0.17,-0.003,0.445,1.0,-0.0
1261.7,6.01,Alt,3.124,963.19,0.081,0.011,1.946,-0.0,-0.0
1262.1,6.01,Alt,2.459,957.763,-0.091,0.018,-1.27,-0.0,-0.0
1262.7,6.01,Alt,2.429,963.793,0.094,0.02,2.147,2.0,1.0
1263.2,6.01,Alt,-11.578,929.563,0.053,0.218,-6.897,1.0,-0.0
1263.7,6.01,Alt,4.819,943.633,0.094,0.034,-0.94,1.0,-0.0
1264.2,6.01,Alt,1.784,941.166,0.126,0.073,-4.68,1.0,1.0
1264.7,6.01,PitchAlt,-25.755,985.137,0.288,-0.735,-3.749,-0.0,-0.0
1265.2,6.01,Alt,3.278,938.544,0.18,0.011,-1.596,1.0,1.0
1265.8,6.01,Alt,2.532,944.596,0.093,0.091,-1.937,1.0,-0.0
1266.3,6.01,Alt,3.831,960.765,0.185,0.122,1.409,-0.0,-0.0
1266.8,6.01,Alt,2.623,973.228,-0.052,0.0,-0.845,1.0,1.0
1267.2,6.01,Alt,2.603,937.089,0.238,-0.0,2.648,1.0,-0.0
1267.7,6.01,Alt,3.459,969.905,-0.047,0.316,1.043,-0.0,2.0
1268.3,6.01,Alt,-2.78,966.614,-0.106,-0.12,3.995,1.0,2.0
1268.8,6.01,Alt,2.893,935.413,0.175,0.033,4.637,1.0,1.0
1269.3,6.01,Alt,2.47,941.029,0.254,0.107,-5.413,1.0,1.0
1269.8,6.01,Alt,-20.078,975.483,0.376,0.019,-6.377,-0.0,-0.0
1270.3,6.01,Alt,4.233,969.683,0.125,0.231,-0.538,1.0,1.0
1270.8,6.01,Alt,4.702,978.158,-0.124,0.073,-0.109,-0.0,-0.0
1271.4,6.01,Alt,3.694,949.057,0.039,0.246,-0.019,-0.0,-0.0
1271.9,6.01,Alt,4.88,982.861,-0.3,0.266,-0.237,1.0,1.0
1272.4,6.01,Alt,4.782,950.915,0.045,0.124,-0.828,1.0,-0.0
1272.9,6.01,Alt,2.893,940.691,0.179,-0.029,4.704,-0.0,-1.0
1273.5,6.01,Alt,-2.319,956.423,0.086,0.419,0.037,-0.0,1.0
1274.0,6.01,Alt,-8.844,952.174,0.09,0.313,2.142,-0.0,-1.0
1274.5,6.01,Alt,2.599,941.078,0.202,0.052,5.466,1.0,1.0
1275.0,6.01,Alt,5.029,974.814,-0.119,-0.037,-1.937,-0.0,1.0
1275.5,6.01,Alt,2.902,964.889,-0.244,0.189,-1.205,1.0,1.0
1276.0,6.01,Alt,5.62,957.385,0.008,0.089,0.614,-0.0,-0.0
1276.5,6.01,Alt,4.917,952.407,0.064,0.19,0.51,1.0,1.0
1277.1,6.01,Alt,2.387,940.627,0.146,0.223,0.945,-0.0,-1.0
1277.6,6.01,Alt,-2.324,934.52,0.11,0.133,-0.436,1.0,-0.0
1278.1,6.01,Alt,-9.882,937.816,0.195,0.177,-3.504,-0.0,-0.0
1278.8,6.01,Alt,5.465,958.653,-0.098,0.122,-0.944,1.0,-0.0
1279.3,6.01,Alt,5.491,987.476,-0.079,0.201,1.518,1.0,-0.0
1279.9,6.01,Alt,2.791,945.776,0.067,0.235,0.118,-0.0,-0.0
1280.4,6.01,Alt,3.328,935.498,0.307,0.08,4.328,1.0,1.0
1281.0,6.01,Alt,0.963,957.185,-0.004,0.111,-2.403,1.0,-0.0
1281.6,6.01,PitchAlt,-29.318,990.304,0.279,-0.917,-4.457,-0.0,-0.0
1282.1,6.01,Alt,1.13,936.935,0.237,0.06,2.718,-0.0,1.0
1282.6,6.01,Alt,5.218,984.845,0.046,0.155,1.77,-0.0,-0.0
1283.1,6.01,Alt,4.526,947.154,0.091,0.058,-1.645,-0.0,1.0
1283.6,6.01,Alt,1.334,956.901,-0.046,0.063,4.817,-0.0,1.0
1284.2,6.01,Alt,2.998,972.325,0.051,0.088,1.238,1.0,1.0
1284.7,6.01,Alt,3.598,948.272,-0.03,0.182,1.581,-0.0,-0.0
1285.3,6.01,Alt,-21.816,991.936,-0.077,-0.544,0.782,-0.0,1.0
1285.8,6.01,Alt,1.552,936.196,-0.031,0.01,-4.253,1.0,1.0
1286.3,6.01,Alt,3.75,947.917,0.022,0.145,0.101,-0.0,-0.0
1286.9,6.01,Alt,2.866,958.064,0.212,0.229,2.099,-0.0,1.0
1287.4,6.01,Alt,5.012,946.913,0.159,0.18,1.393,-0.0,-0.0
1288.0,6.01,Alt,1.755,935.991,0.094,0.117,-1.407,1.0,1.0
1288.5,6.01,Alt,2.943,935.712,0.22,0.193,0.418,-0.0,-1.0
1289.0,6.01,Alt,3.229,940.748,0.285,0.09,5.716,1.0,1.0
1289.6,6.01,Alt,3.482,956.098,0.158,0.125,2.283,-0.0,-0.0
1290.1,6.01,Alt,4.612,944.052,0.051,0.166,0.354,-0.0,-0.0
1290.6,6.01,PitchAlt,-21.355,927.547,0.439,0.811,8.485,1.0,4.0
1291.0,6.01,Alt,-0.122,942.78,0.109,0.066,5.15,1.0,-1.0
1291.5,6.01,Alt,-11.904,966.303,-0.235,0.15,4.251,-0.0,1.0
1292.1,6.01,Alt,-0.338,939.538,0.075,0.086,4.847,1.0,-0.0
1292.6,6.01,Alt,4.245,968.495,-0.095,0.075,-1.673,-0.0,-0.0
1293.1,6.01,Alt,6.562,939.586,0.106,0.121,0.213,1.0,-0.0
1293.6,6.01,Alt,-6.968,955.66,-0.191,-0.041,-1.32,-0.0,-0.0
1294.0,6.01,Alt,0.687,936.467,-0.202,0.101,-6.353,1.0,1.0
1294.6,6.01,Alt,-3.428,960.857,-0.028,-0.156,2.482,-0.0,1.0
1295.1,6.01,Alt,5.107,938.326,0.137,0.122,-0.038,2.0,1.0
1295.6,6.01,Alt,4.296,948.362,-0.02,0.166,-0.471,1.0,-0.0
1296.1,6.01,Alt,4.804,985.714,-0.109,0.258,0.205,1.0,-0.0
1296.6,6.01,Alt,-1.057,971.368,-0.101,0.121,-1.742,1.0,-0.0
1297.2,6.01,Alt,-2.606,938.595,0.054,0.042,-2.387,1.0,1.0
1297.7,6.01,Alt,-1.592,952.85,0.177,0.241,0.895,-0.0,-0.0
1298.3,6.01,Alt,-14.002,931.274,-0.061,0.182,0.672,2.0,-0.0
1298.8,6.01,Alt,-2.483,955.083,0.043,0.171,-0.096,1.0,1.0
1299.4,6.01,Alt,-1.668,948.389,-0.032,0.209,3.031,-0.0,-0.0
1299.9,6.01,Alt,2.583,968.519,0.02,0.152,0.262,-0.0,-0.0
1300.4,6.01,Alt,1.361,960.009,-0.038,0.222,-0.493,1.0,-1.0
1300.9,6.01,Alt,3.594,955.917,0.223,0.033,2.564,1.0,-0.0
1301.4,6.01,Alt,4.548,991.644,-0.265,0.16,0.634,1.0,1.0
1301.9,6.01,Alt,0.225,945.742,0.087,0.006,4.739,-0.0,1.0
1302.4,6.01,Alt,3.607,954.742,-0.029,0.284,0.775,-0.0,1.0
1302.9,6.01,Alt,4.518,969.546,-0.242,0.338,-0.258,1.0,1.0
1303.4,6.01,Alt,2.493,944.028,0.073,0.103,-0.094,1.0,1.0
1303.9,6.01,Alt,2.285,944.32,0.195,0.074,4.815,1.0,1.0
1304.4,6.01,Alt,0.722,944.57,-0.06,0.101,-2.46,1.0,2.0
1304.9,6.01,Alt,2.538,955.934,-0.169,0.152,-1.081,1.0,1.0
1305.4,6.01,Alt,-4.326,934.051,-0.074,0.029,1.193,1.0,-0.0
1305.9,6.01,Alt,-8.191,951.502,-0.314,0.094,4.757,1.0,-0.0
1306.4,6.01,Alt,-2.54,930.709,0.165,0.131,5.015,1.0,1.0
1306.9,6.01,Alt,3.934,935.421,0.292,0.083,3.172,1.0,1.0
1307.5,6.01,Alt,5.547,930.62,0.117,0.033,-0.388,-0.0,1.0
1307.9,6.01,PitchRollAlt,-26.249,985.776,-2.522,-1.394,-1.177,-2.0,-0.0
1308.4,6.01,Alt,-21.925,964.887,-0.276,-0.068,-3.496,-0.0,1.0
1308.9,6.01,Alt,0.898,949.373,0.05,0.087,5.006,1.0,1.0
1309.4,6.01,Alt,2.048,984.289,-0.285,-0.282,-1.165,1.0,2.0
1310.0,6.01,Alt,4.062,951.122,-0.065,0.227,0.693,-0.0,1.0
1310.5,6.01,Alt,4.914,969.836,-0.264,0.227,-0.782,1.0,1.0
1311.0,6.01,Alt,4.105,933.297,0.226,0.06,3.6,1.0,1.0
1311.5,6.01,Alt,5.25,938.852,0.089,0.115,-1.379,1.0,-0.0
1312.0,6.01,Alt,3.002,932.902,0.102,0.01,-1.958,1.0,-0.0
1312.5,6.01,Alt,3.005,945.699,0.026,0.112,-2.455,1.0,-0.0
1313.0,6.01,Alt,-17.806,956.341,-0.332,0.304,3.698,1.0,1.0
1313.5,6.01,Alt,2.153,952.328,-0.074,0.246,0.416,1.0,-0.0
1314.0,6.01,Alt,-10.824,945.684,-0.195,-0.181,1.768,1.0,1.0
1314.5,6.01,Alt,4.797,931.089,-0.033,-0.006,-1.765,1.0,-0.0
1315.0,6.01,Alt,-0.415,955.6,0.111,0.233,-0.684,-0.0,1.0
1315.6,6.01,Alt,-3.28,949.921,0.086,-0.036,-2.373,-0.0,1.0
1316.1,6.01,Alt,1.311,987.827,-0.382,-0.121,2.516,1.0,-0.0
1316.7,6.01,Alt,-15.85,979.219,0.26,-0.12,-4.768,1.0,6.0
1317.2,6.01,Alt,4.153,963.112,-0.249,0.101,-1.785,-0.0,1.0
1317.7,6.01,Alt,4.919,956.623,0.075,0.174,0.87,-0.0,-0.0
1318.2,6.01,Alt,4.436,935.19,0.158,0.077,1.506,1.0,-0.0
1318.7,6.01,Alt,4.292,951.022,0.113,0.094,2.624,-0.0,1.0
1319.2,6.01,Alt,2.928,941.013,0.093,0.154,1.441,1.0,1.0
1319.7,6.01,Alt,4.325,941.481,0.03,0.12,-0.428,1.0,1.0
1320.2,6.01,Alt,3.749,950.912,-0.059,0.221,1.386,1.0,-0.0
1320.7,6.01,Alt,-1.69,957.209,-0.191,0.263,2.823,1.0,6.0
1321.2,6.01,Alt,1.061,973.437,-0.128,0.065,2.31,1.0,2.0
1321.8,6.01,Alt,4.514,936.487,-0.016,0.026,0.801,1.0,-0.0
1322.2,6.01,Alt,0.28,943.431,-0.206,0.239,1.442,1.0,-0.0
1322.8,6.01,PitchAlt,-19.014,983.082,0.434,-0.737,-6.655,-0.0,-1.0
1323.3,6.01,Alt,4.87,995.473,-0.26,-0.282,2.233,1.0,-0.0
1323.8,6.01,Alt,3.68,961.306,-0.005,0.18,0.395,1.0,-0.0
1324.3,6.01,Alt,-8.96,928.136,-0.099,-0.014,0.453,-1.0,-0.0
1324.8,6.01,Alt,2.773,943.812,-0.0,0.106,0.447,1.0,-0.0
1325.4,6.01,Alt,2.968,944.761,0.064,0.023,3.551,1.0,1.0
1325.9,6.01,Alt,5.244,943.289,-0.065,0.087,0.159,1.0,-0.0
1326.4,6.01,Alt,4.472,952.985,0.03,0.161,0.559,-0.0,-0.0
1327.0,6.01,Alt,1.326,947.5,-0.231,0.211,-0.807,-0.0,1.0
1327.5,6.01,Alt,2.465,943.695,-0.004,0.118,3.263,-0.0,-0.0
1328.1,6.01,Alt,2.465,945.332,-0.221,0.205,-1.452,1.0,1.0
1328.5,6.01,Alt,2.078,970.773,-0.265,0.061,-1.154,1.0,1.0
1329.1,6.01,Alt,-6.205,937.373,0.204,0.023,3.089,-0.0,-0.0
1329.6,6.01,Alt,0.754,959.517,-0.035,0.23,-1.493,1.0,1.0
1330.0,6.01,Alt,2.59,961.789,-0.071,0.113,0.038,-0.0,-0.0
1330.6,6.01,Alt,3.395,954.58,0.097,0.126,1.212,-0.0,1.0
1331.1,6.01,Alt,-0.52,963.693,-0.229,0.145,-1.742,-0.0,-0.0
1331.6,6.01,Alt,-5.339,931.146,0.152,0.036,5.622,1.0,1.0
1332.0,6.01,Alt,5.127,953.277,0.101,0.174,1.518,-0.0,-0.0
1332.5,6.01,Alt,-0.346,942.499,-0.013,0.265,3.491,-0.0,-0.0
1333.1,6.01,Alt,3.755,938.018,-0.018,-0.04,-2.999,1.0,-0.0
1333.6,6.01,Alt,2.671,948.485,-0.188,0.056,-0.171,1.0,-0.0
1334.1,6.01,Alt,-5.344,935.299,-0.037,0.01,2.384,1.0,-0.0
1334.6,6.01,Alt,2.606,958.09,-0.15,0.111,-0.58,1.0,-0.0
1335.1,6.01,Alt,0.914,931.589,0.098,0.107,3.613,1.0,-0.0
1335.7,6.01,Alt,4.999,938.934,0.036,0.058,0.472,-0.0,-0.0
1336.2,6.01,Alt,-0.981,935.497,0.011,0.079,3.816,1.0,1.0
1336.7,6.01,Alt,4.603,966.934,-0.026,-0.025,3.194,-0.0,-0.0
1337.1,6.01,Alt,4.388,936.449,-0.018,0.044,-0.557,1.0,-0.0
1337.6,6.01,Alt,2.345,937.496,-0.02,0.11,5.032,1.0,-0.0
1338.1,6.01,Alt,4.315,982.064,-0.425,0.124,-1.082,1.0,-0.0
1338.6,6.01,Alt,-5.345,941.351,-0.002,0.328,-5.556,1.0,1.0
1339.1,6.01,Alt,4.123,961.832,-0.054,0.063,0.355,-0.0,-0.0
1339.6,6.01,Alt,4.097,934.293,-0.118,0.17,1.069,-0.0,-0.0
1340.1,6.01,Alt,5.068,992.523,-0.515,-0.048,-0.815,1.0,1.0
1340.7,6.01,Alt,-1.445,931.22,0.097,0.064,7.609,-0.0,1.0
1341.2,6.01,Alt,4.556,961.301,-0.107,0.312,1.11,-0.0,-0.0
1341.8,6.01,Alt,4.578,954.33,-0.028,0.243,0.352,-0.0,-0.0
1342.3,6.01,Alt,3.685,955.767,-0.058,0.063,2.059,1.0,1.0
1342.8,6.01,Alt,2.166,946.513,-0.073,0.06,3.209,1.0,-0.0
1343.4,6.01,Alt,2.243,968.664,0.002,0.228,1.443,-0.0,-0.0
1343.9,6.01,Alt,5.63,945.959,-0.052,0.135,0.607,-0.0,1.0
1344.5,6.01,Alt,3.359,950.218,0.005,0.221,0.751,1.0,-0.0
1345.0,6.01,Alt,4.728,972.77,-0.213,0.21,-1.472,1.0,1.0
1345.5,6.01,Alt,5.641,998.687,-0.023,-0.02,0.894,1.0,-0.0
1346.1,6.01,Alt,4.606,936.772,-0.192,0.025,-0.081,1.0,-0.0
1346.6,6.01,PitchRollAlt,-40.598,980.214,0.669,-0.646,-4.385,-0.0,-0.0
1347.1,6.01,Alt,4.409,952.774,0.047,0.124,2.084,1.0,1.0
1347.6,6.01,Alt,4.944,939.499,-0.17,0.01,-0.769,1.0,1.0
1348.1,6.01,Alt,-7.591,951.048,-0.219,0.217,-1.622,1.0,1.0
1348.7,6.01,Alt,4.563,960.762,-0.192,0.26,0.391,-0.0,-0.0
1349.2,6.01,Alt,3.525,972.83,0.029,0.269,1.206,-0.0,-0.0
1349.7,6.01,RollAlt,-12.666,987.586,-0.69,-0.015,-0.568,1.0,1.0
1350.2,6.01,Alt,4.301,979.077,0.041,0.221,1.454,1.0,-0.0
1350.8,6.01,Alt,-0.803,949.63,-0.122,0.005,-3.708,1.0,1.0
1351.4,6.01,Alt,-9.841,947.429,-0.227,-0.2,-0.461,-0.0,1.0
1351.9,6.01,Alt,4.566,936.765,-0.062,0.075,2.056,-0.0,-0.0
1352.4,6.01,Alt,5.472,956.211,-0.142,0.204,-0.611,-0.0,-0.0
1352.9,6.01,Alt,0.825,953.911,-0.096,0.301,-0.519,1.0,-0.0
1353.4,6.01,Alt,2.892,940.199,-0.078,0.176,1.195,-0.0,-0.0
1354.0,6.01,Alt,0.57,937.927,-0.27,0.156,-3.625,1.0,1.0
1354.5,6.01,Alt,4.406,981.703,-0.274,0.157,-0.147,-0.0,-0.0
1355.0,6.01,Alt,3.188,934.425,0.03,0.105,5.744,1.0,1.0
1355.5,6.01,PitchAlt,-14.017,985.0,-0.242,-1.016,-3.396,-0.0,-0.0
1356.0,6.01,Alt,2.298,953.95,-0.051,0.275,0.109,-0.0,-0.0
1356.6,6.01,Alt,5.743,935.2,-0.029,0.137,-0.19,1.0,-0.0
1357.1,6.01,Alt,1.005,967.263,-0.287,0.064,-0.752,-0.0,1.0
1357.6,6.01,Alt,0.66,936.938,-0.004,0.174,6.044,-0.0,1.0
1358.0,6.01,Alt,3.024,957.055,0.02,-0.138,-1.973,1.0,1.0
1358.5,6.01,Alt,2.808,983.715,-0.058,0.136,0.328,1.0,1.0
1359.1,6.01,Alt,4.422,954.966,-0.073,0.148,-0.51,-0.0,1.0
1359.6,6.01,Alt,3.316,955.806,0.028,-0.01,3.304,1.0,1.0
1360.2,6.01,Alt,3.222,960.543,-0.113,0.37,0.012,-1.0,-0.0
1360.7,6.01,Alt,3.411,939.309,-0.328,0.265,-0.704,1.0,1.0
1361.2,6.01,Alt,2.363,957.051,-0.167,0.243,-0.656,-0.0,1.0
1361.9,6.01,Alt,-6.734,938.788,-0.056,0.033,-2.297,1.0,-0.0
1362.4,6.01,Alt,4.207,944.551,-0.005,0.137,-0.307,-0.0,1.0
1362.9,6.01,Alt,-6.796,956.87,-0.48,0.003,-1.421,1.0,-0.0
1363.5,6.01,Alt,2.678,941.227,-0.062,0.007,4.764,-0.0,1.0
1364.0,6.01,Alt,1.016,951.128,-0.098,0.039,-1.848,1.0,1.0
1364.6,6.01,Alt,-16.349,929.41,0.107,0.151,8.694,-0.0,-0.0
1365.1,6.01,Alt,4.289,963.462,0.074,-0.026,2.664,-0.0,-0.0
1365.6,6.01,RollAlt,-6.825,1001.589,-0.601,0.174,4.952,-0.0,-0.0
1366.2,6.01,Alt,4.115,942.906,0.026,0.175,1.258,1.0,-0.0
1366.7,6.01,RollAlt,-24.472,989.768,-0.709,-0.118,-0.724,1.0,-0.0
1367.3,6.01,Alt,-12.07,936.472,-0.384,0.273,1.437,-0.0,-0.0
1367.7,6.01,Alt,3.402,975.841,-0.081,0.419,-0.189,-0.0,1.0
1368.2,6.01,Alt,3.587,977.239,-0.058,-0.032,0.295,1.0,-0.0
1368.7,6.01,Alt,-8.35,962.118,-0.25,-0.071,0.469,2.0,1.0
1369.2,6.01,Alt,3.845,938.372,-0.26,0.079,-3.233,1.0,1.0
1369.7,6.01,Alt,-0.857,950.265,0.043,0.194,1.063,1.0,-0.0
1370.2,6.01,Alt,1.311,938.966,-0.266,0.152,-0.676,1.0,1.0
1370.8,6.01,Alt,-1.739,948.944,-0.13,0.348,0.357,-0.0,-0.0
1371.3,6.01,Alt,-8.634,935.676,-0.385,0.01,-6.376,-0.0,1.0
1371.8,6.01,Alt,3.055,962.323,-0.141,0.138,0.582,-0.0,1.0
1372.4,6.01,Alt,1.954,943.488,-0.054,0.161,2.121,1.0,1.0
1372.9,6.01,Alt,3.514,970.006,-0.017,0.129,1.179,-0.0,1.0
1373.3,6.01,Alt,1.326,981.276,0.174,0.062,1.309,-0.0,1.0
1373.8,6.01,Alt,-0.502,984.626,-0.044,-0.247,1.757,-0.0,-0.0
1374.3,6.01,Alt,1.511,980.424,-0.061,0.176,-1.366,1.0,1.0
1374.8,6.01,Alt,2.25,934.432,-0.024,0.085,-5.142,-0.0,-0.0
1375.3,6.01,Alt,4.271,933.94,-0.206,0.053,-1.811,-0.0,-0.0
1375.8,6.01,Alt,3.129,939.032,-0.035,0.083,-0.743,-0.0,1.0
1376.3,6.01,Alt,2.845,952.18,-0.086,0.102,-1.468,-0.0,-0.0
